Número processo,Categoria,comarca,vara,juiz,Pena Base,Pena Definitiva,Culpabilidade,Antecedentes,Personalidade do Agente,Circunstâncias do Crime,Pena-Base Minimo?,Reincidência,Contra Criança/Idoso/Enfermo/Grávida,Menor de 21 ou Maior de 70,Confissão Espontânea,Pena Provisória,Crime Tentado,Concurso de Pessoas,Restrição de Liberdade da Vítima,Arma Branca,Arma de Fogo,Conversão da Pena
1507071-91.2019.8.26.0590,Roubo Majorado,São Vicente,1ª Vara Criminal,Alexandre Torres de Aguiar,1700,6381,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Sim,Não,Não,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500230-80.2022.8.26.0556,Roubo Majorado,Araraquara,2ª Vara Criminal,Sergio Augusto de Freitas Jorge,1711,4097,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Não,Sim,Sim,Não,Não convertida
0000044-18.2016.8.26.0306,Roubo Majorado,José Bonifácio,2ª Vara,Natália Berti,1711,3088,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0000048-64.2016.8.26.0594,Roubo Majorado,Bauru,1ª Vara Criminal,Érica Marcelina Cruz,1945,4036,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0000060-45.2019.8.26.0571,Roubo Majorado,Angatuba,Vara Única,DIOGO DA SILVA CASTRO,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Sim,Sim,Sim,N/A,Sim,Sim,Sim,Não,Sim,Não convertida
0000095-32.2014.8.26.0263,Roubo Majorado,Itaí,Vara Única,DIOGO DA SILVA CASTRO,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Não,Não,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
0000181-82.2016.8.26.0505,Roubo Majorado,Ribeirão Pires,3ª Vara,TARSILA MACHADO DE SA JUNQUEIRA,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
0000204-63.2016.8.26.0655,Roubo Majorado,Várzea Paulista,2ª Vara,Dra. Flávia Cristina Campos Luders,N/A,N/A,N/A,Primário ou sem antecedentes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,N/A,N/A,Sim,N/A
0000207-73.2018.8.26.0420,Roubo Majorado,Paranapanema,Vara Única,DIOGO DA SILVA CASTRO,1640,3352,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0000273-62.2022.8.26.0404,Roubo Majorado,Orlândia,1ª Vara,JOÃO PAULO RODRIGUES DA CRUZ,1945,2430,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Sim,Não,Não convertida
0000293-73.2021.8.26.0441,Roubo Majorado,Peruíbe,1ª Vara,JOÃO COSTA RIBEIRO NETO,1945,5189,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Sim,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0000342-49.2013.8.26.0424,Roubo Majorado,Pariquera-Açu,Vara Única,ANDRE GOMES DO NASCIMENTO,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
0000406-32.2021.8.26.0116,Roubo Majorado,Campos do Jordão,1ª Vara,Mateus Veloso Rodrigues Filho,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Sim,N/A,N/A,N/A,N/A,Sim,Sim,Não,Sim,N/A
0000454-11.2018.8.26.0111,Roubo Majorado,Cajuru,Vara Única,Bruna Araújo Capelin Matioli,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,N/A,N/A,Não,Não,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
0000455-12.2021.8.26.0201,Roubo Majorado,Garça,2ª Vara,JAMIL ROS SABBAG,1700,881,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Sim,Sim,Não,Sim,Não,Não convertida
0000493-98.2018.8.26.0372,Roubo Majorado,Monte Mor,2ª Vara,Rafael Imbrunito Flores,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Sim,Não,Sim,N/A
0000515-25.2016.8.26.0115,Roubo Majorado,Campo Limpo Paulista,2ª Vara,Marcel Nai Kai Lee,N/A,2835,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Sim,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0000529-27.2021.8.26.0505,Roubo Majorado,Ribeirão Pires,1ª Vara,DANNIEL ADRIANO ARALDI MARTINS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Não,N/A,N/A,Não,Sim,Sim,N/A,Sim,N/A
0000596-78.2020.8.26.0229,Roubo Majorado,Hortolândia,2ª Vara Criminal da Comarca de Hortolândia,LEONARDO DELFINO,2795,2340,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
0000598-39.2014.8.26.0300,Roubo Majorado,Jardinópolis,2ª Vara,Joice Sofiati Salgado,1700,2190,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0000636-16.2019.8.26.0352,Roubo Majorado,Miguelópolis,1ª Vara,DANIEL DIEGO CARRIJO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0000706-28.2012.8.26.0045,Roubo Majorado,Arujá,1ª Vara,NAIRA BLANCO MACHADO,1730,2771,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0000775-05.2018.8.26.0060,Roubo Majorado,Auriflama,Vara Única,Alexandre Yuri Kiataqui,1460,3240,N/A,Primário ou sem antecedentes,N/A,Desfavoráveis,Sim no mínimo,Uma condenação,Sim,Sim,Não,N/A,Não,Não,Não,Não,Sim,Não convertida
0000800-13.2017.8.26.0655,Roubo Majorado,Várzea Paulista,2ª Vara,Dra. Flávia Cristina Campos Luders,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,N/A
0000906-73.2022.8.26.0404,Roubo Majorado,Orlândia,2ª Vara,CLOVIS HUMBERTO LOURENCO JUNIOR,N/A,8270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Sim,N/A,Sim,Sim,Sim,Não,Sim,Não convertida
0000919-27.2016.8.26.0681,Roubo Majorado,Louveira,Vara Única,Camila Corbucci Monti Manzano,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Não,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
0000974-95.2018.8.26.0102,Roubo Majorado,Cachoeira Paulista,1ª Vara,Dr(a). BRUNO SANTOS VILELA,N/A,N/A,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0001049-91.2015.8.26.0506,Roubo Majorado,Ribeirão Preto,4ª Vara Criminal,Vanessa Aparecida Pereira Barbosa,1460,2008,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Sim,Não,Não convertida
0001070-10.2018.8.26.0394,Roubo Majorado,Nova Odessa,1ª Vara Judicial,GUILHERME SOUZA LIMA AZEVEDO,1748,1868,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Sim,Sim,Não,Não,Não,Não convertida
0001121-11.2018.8.26.0268,Roubo Majorado,SÃO PAULO,14ª Vara Criminal,Fernando Augusto Andrade Conceição,N/A,N/A,N/A,Primário ou sem antecedentes,N/A,Desfavoráveis,N/A,N/A,Não,Não,Não,N/A,Não,Sim,Sim,Não,Não,N/A
0001129-23.2020.8.26.0654,Roubo Majorado,Vargem Grande Paulista,Vara Única,Dr(a). Patrícia Érica Luna da Silva,1460,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Sim,Sim,Não convertida
0001147-24.2018.8.26.0651,Roubo Majorado,Valparaíso,1ª Vara,ELISA LEONESI MALUF,1700,2645,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0001168-24.2015.8.26.0095,Roubo Majorado,Brotas,1ª Vara,MARCELA MACHADO MARTINIANO,1700,2980,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0001287-67.2017.8.26.0045,Roubo Majorado,Arujá,1ª Vara,NAIRA BLANCO MACHADO,N/A,N/A,N/A,Maus antecedentes,N/A,Desfavoráveis,N/A,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0001341-48.2013.8.26.0441,Roubo Majorado,Peruíbe,2ª Vara,DANIELLE CAMARA TAKAHASHI COSENTINO GRANDINETTI,1460,2270,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Sim,Sim,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0001347-45.2022.8.26.0019,Roubo Majorado,Americana,Vara do Júri/Exec./Inf. Juv.,Wendell Lopes Barbosa de Souza,7300,10220,N/A,N/A,N/A,N/A,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Sim,Não,Não convertida
0001400-70.2021.8.26.0533,Roubo Majorado,Santa Bárbara d'Oeste,1ª Vara Criminal,Camilla Marcela Ferrari Arcaro,1700,2270,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Sim,Não,Não convertida
0001403-14.2018.8.26.0506,Roubo Majorado,Ribeirão Preto,2ª Vara Criminal,Dr(a). SYLVIO RIBEIRO DE SOUZA NETO,1700,2755,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0001648-98.2017.8.26.0493,Roubo Majorado,Regente Feijó,Vara Única,MARCEL PANGONI GUERRA,N/A,5156,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Sim,Não,Não,N/A,Não,Sim,Sim,Sim,Sim,Não convertida
0001860-90.2018.8.26.0362,Roubo Majorado,Mogi-Guaçu,Vara Criminal,PAULO ROGERIO MALVEZZI,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
0002117-26.2017.8.26.0306,Roubo Majorado,José Bonifácio,2ª Vara,Natália Berti,1825,2430,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Sim,Não,Não convertida
0002139-41.2017.8.26.0191,Roubo Majorado,SÃO PAULO,2ª Vara Criminal,Daniela Martins de Castro Mariani Cavallanti,1460,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0002341-84.2015.8.26.0127,Roubo Majorado,Carapicuíba,1ª Vara Criminal,Carolina Hispagnol Marchi,1700,3240,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Sim,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0002368-63.2016.8.26.0505,Roubo Majorado,Ribeirão Pires,3ª Vara,TARSILA MACHADO DE SA JUNQUEIRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A,N/A,Sim,N/A
0002448-72.2016.8.26.0587,Roubo Majorado,São Sebastião,Vara Criminal,GLAUCIA FERNANDES PAIVA,1700,2363,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
0002452-06.2017.8.26.0028,Roubo Majorado,Aparecida,2ª Vara,LUCAS GARBOCCI DA MOTTA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,N/A
0002501-15.2015.8.26.0223,Roubo Majorado,Guarujá,2ª Vara Criminal,André Rossi,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0002871-17.2016.8.26.0495,Roubo Majorado,Registro,3ª Vara,Barbara Donadio Antunes Chinen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Sim,Não,Sim,N/A
0002888-66.2018.8.26.0565,Roubo Majorado,Santo André,3ª Vara Criminal,Jarbas Luiz dos Santos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Não,N/A,N/A,Não,Sim,N/A,Não,Sim,N/A
0003009-29.2022.8.26.0606,Roubo Majorado,Suzano,2ª Vara Criminal,Dr(a). JosÃ© Eugenio Do Amaral Souza Neto,N/A,645,N/A,N/A,N/A,N/A,Sim no mínimo,N/A,N/A,N/A,N/A,N/A,Sim,N/A,N/A,N/A,N/A,N/A
0003311-39.2014.8.26.0606,Roubo Majorado,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A,N/A,Sim,N/A
0003624-91.2020.8.26.0152,Roubo Majorado,Cotia,Vara Criminal,DJALMA MOREIRA GOMES JUNIOR,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Sim,Sim,N/A,Não,Sim,Sim,Sim,Sim,Não convertida
0003643-82.2016.8.26.0655,Roubo Majorado,Várzea Paulista,2ª Vara,Flávia Cristina Campos Luders,N/A,N/A,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Não,Não convertida
0003648-49.2014.8.26.0114,Roubo Majorado,Campinas,1ª Vara Criminal,PATRÍCIA SUÁREZ PAE KIM,1460,2627,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0003798-62.2021.8.26.0606,Roubo Majorado,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,1460,3040,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0004020-49.2015.8.26.0506,Roubo Majorado,Ribeirão Preto,1ª Vara Criminal,CAROLINA MOREIRA GAMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A
0004023-86.2016.8.26.0338,Roubo Majorado,Mairiporã,2ª Vara,Dr(a). Daniela Aoki de Andrade Maria Orlandi,1642,2555,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0004488-26.2016.8.26.0361,Roubo Majorado,Mogi das Cruzes,1ª Vara Criminal,Tatiana Saes Valverde Ormeleze,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0004722-71.2021.8.26.0348,Roubo Majorado,Mauá,2ª Vara Criminal,Paulo Antonio Canali Campanella,N/A,3026,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0004750-30.2022.8.26.0566,Roubo Majorado,São Carlos,3ª Vara Criminal,EDUARDO CEBRIAN ARAUJO REIS,1460,3311,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0004887-03.2022.8.26.0278,Roubo Majorado,Itaquaquecetuba,1ª Vara Criminal,Érica Pereira de Sousa,9730,8140,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0004942-08.2011.8.26.0223,Roubo Majorado,Guarujá,2ª Vara Criminal,André Rossi,1460,2270,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0005057-52.2016.8.26.0191,Roubo Majorado,Ferraz de Vasconcelos,2ª Vara,FERNANDO AWENSZTERN PAVLOVSKY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Não,Não,Sim,N/A
0005388-30.2006.8.26.0435,Roubo Majorado,Pedreira,1ª Vara,IOHANA FRIZZARINI EXPOSITO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0005417-90.2020.8.26.0564,Roubo Majorado,São Bernardo do Campo,1ª Vara Criminal,Dr(a)MARTA OLIVEIRA DE SÁ,1700,3311,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0005692-21.2015.8.26.0659,Roubo Majorado,Vinhedo,1Âª Vara,FÃ¡bio Marcelo Holanda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0006076-94.2017.8.26.0050,Roubo Majorado,SÃO PAULO,7ª Vara Criminal,Eliana Cassales Tosi Bastos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0006695-58.2013.8.26.0278,Roubo Majorado,Itaquaquecetuba,2ª Vara Criminal,ALEXANDRE MUNOZ,1700,1700,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0006771-61.2016.8.26.0348,Roubo Majorado,Mauá,2ª Vara Criminal,Paulo Antonio Canali Campanella,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,N/A
0006809-41.2017.8.26.0606,Roubo Majorado,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,N/A,Desfavoráveis,N/A,Não,Não,Não,Não,N/A,Não,Não,Sim,Não,Sim,N/A
0007071-47.2010.8.26.0505,Roubo Majorado,Ribeirão Pires,1ª Vara,DANNIEL ADRIANO ARALDI MARTINS,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,N/A,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Não,N/A
0007330-19.2013.8.26.0220,Roubo Majorado,Lorena,Vara Criminal,Dr. Daniel Otero Pereira da Costa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,N/A,Não,Sim,N/A
0007454-22.2016.8.26.0050,Roubo Majorado,SÃO PAULO,14ª Vara Criminal,Fernando Augusto Andrade Conceição,1460,581,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Sim,Não,Não,Sim,Não,Não convertida
0007456-26.2011.8.26.0063,Roubo Majorado,Barra Bonita,2ª Vara,CERES DE OLIVEIRA DANCKWARDT,1711,2334,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Uma condenação,Não,Sim,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
0008153-27.2009.8.26.0642,Roubo Majorado,Ubatuba,2ª Vara,ISABELLA CAROLINA MIRANDA RODRIGUES,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,N/A,Uma condenação,Não,Não,Não,N/A,Não,Sim,Não,Sim,N/A,Não convertida
0008457-15.2001.8.26.0510,Roubo Majorado,Rio Claro,2ª Vara Criminal,MARCELA MACHADO MARTINIANO,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
0008541-38.2015.8.26.0635,Roubo Majorado,SÃO PAULO,14ª Vara Criminal,LETICIA DE ASSIS BRUNING,970,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A,N/A,N/A,N/A,N/A
0008649-18.2017.8.26.0176,Roubo Majorado,Taboão da Serra,1ª Vara Criminal da Comarca de Taboão da Serra,Gustavo de Azevedo Marchi,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0088722-35.2015.8.26.0050,Roubo Majorado,SÃO PAULO,9ª Vara Criminal,Mariana Parmezan Annibal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,N/A
0088863-88.2014.8.26.0050,Roubo Majorado,SÃO PAULO,4ª Vara Criminal,MARIA PRISCILLA ERNANDES VEIGA OLIVEIRA,1460,6022,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0093695-62.2017.8.26.0050,Roubo Majorado,SÃO PAULO,7ª Vara Criminal,Dra. Eliana Cassales Tosi Bastos,1711,2648,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
0096296-46.2014.8.26.0050,Roubo Majorado,SÃO PAULO,14ª Vara Criminal,LETICIA DE ASSIS BRUNING,1460,2648,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
0116229-73.2012.8.26.0050,Roubo Majorado,SÃO PAULO,31ª Vara Criminal,Ana Lucia Fernandes Queiroga,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,N/A,N/A,Sim,N/A
0970424-62.2012.8.26.0506,Roubo Majorado,Ribeirão Preto,1ª Vara Criminal,Guaracy Sibille Leite,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500012-42.2021.8.26.0118,Roubo Majorado,Cananeia,Vara Única,Raphael Ernane Neves,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500013-20.2020.8.26.0067,Roubo Majorado,Borborema,Vara Única,BRENO COLA ALTOÉ,2190,3285,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Sim,Sim,Sim,Não,Sim,Não convertida
1500017-44.2021.8.26.0642,Roubo Majorado,Ubatuba,3ª Vara,Diogo Volpe Gonçalves Soares,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Sim,Não,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500018-34.2022.8.26.0144,Roubo Majorado,Conchal,Vara Única,FELIPE GUINSANI,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Sim,Não,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
1500018-82.2022.8.26.0322,Roubo Majorado,Lins,2ª Vara Criminal,Fábio Renato Mazzo Reis,1460,8515,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500019-19.2022.8.26.0144,Roubo Majorado,Conchal,Vara Única,RAPHAELLO ALONSO GOMES CAVALCANTI,1748,3500,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500021-11.2022.8.26.0363,Roubo Majorado,Mogi-Mirim,4ª Vara,Maria Raquel Campos Pinto Tilkian Neves,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
