Número processo,Categoria,comarca,vara,juiz,Pena Base,Pena Definitiva,Culpabilidade,Antecedentes,Personalidade do Agente,Circunstâncias do Crime,Pena-Base Minimo?,Reincidência,Contra Criança/Idoso/Enfermo/Grávida,Menor de 21 ou Maior de 70,Confissão Espontânea,Pena Provisória,Crime Tentado,Concurso de Pessoas,Restrição de Liberdade da Vítima,Arma Branca,Arma de Fogo,Conversão da Pena
1500797-13.2020.8.26.0191,Roubo Simples,Poá,1ª Vara Criminal,Dr(a). Erika Dalaruvera de Moraes Almeida,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Não,Não convertida
1500800-61.2021.8.26.0569,Roubo Simples,Sorocaba,1ª Vara Criminal,JOSE CARLOS METROVICHE,1460,5893,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Sim,Sim,Sim,Igual à base,Não,Sim,Sim,Não,Sim,Não convertida
1500814-17.2022.8.26.0567,Roubo Simples,Sorocaba,3ª Vara Criminal,Daniella Camberlingo Querobim,1711,1135,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Sim,Não,Não,Sim,Não,Não convertida
1500824-11.2022.8.26.0616,Roubo Simples,Itaquaquecetuba,1ª Vara Criminal,ERICA PEREIRA DE SOUSA,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1501446-21.2021.8.26.0618,Roubo Simples,Taubaté,1ª Vara Criminal,Gabriel Araújo Gonzalez,1730,2310,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500345-76.2022.8.26.0144,Roubo Simples,Conchal,Vara Única,RAPHAELLO ALONSO GOMES CAVALCANTI,1945,5376,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Sim,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1501015-73.2021.8.26.0363,Roubo Simples,Mogi-Mirim,3ª Vara,RAPHAELLO ALONSO GOMES CAVALCANTI,1945,3783,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0001902-39.2016.8.26.0224,Roubo Simples,Guarulhos,3ª Vara Criminal,Luciano De Moura Cruz,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0011537-81.2016.8.26.0050,Roubo Simples,SÃO PAULO,10ª Vara Criminal,GUILHERME EDUARDO MARTINS KELLNER,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1503371-97.2021.8.26.0506,Roubo Simples,Ribeirão Preto,2ª Vara Criminal,Dr(a). SYLVIO RIBEIRO DE SOUZA NETO,2190,3120,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1537895-04.2019.8.26.0050,Roubo Simples,SÃO PAULO,12ª Vara Criminal,EVA LOBO CHAIB DIAS JORGE,1700,2730,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Sim,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0000034-65.2011.8.26.0106,Roubo Simples,Caieiras,1ª Vara,Gabriela de Oliveira Thomaze,1460,2007,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0000055-47.2021.8.26.0605,Roubo Simples,Andradina,3ª Vara,Pedro Luiz Fernandes Nery Rafael,1459,1945,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Sim,Não,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
0000091-54.2021.8.26.0552,Roubo Simples,Porto Ferreira,1ª Vara,JOANNA PALMIERI ABDALLAH,1730,2310,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0000124-17.2016.8.26.0068,Roubo Simples,Barueri,2ª Vara Criminal,Fabio Calheiros do Nascimento,1460,1945,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Não,Não,Não,Sim,Não convertida
0000229-32.2022.8.26.0634,Roubo Simples,Tremembé,2ª Vara,JULIANA GUIMARAES ORNELLAS,1945,3890,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0000235-31.2020.8.26.0627,Roubo Simples,Teodoro Sampaio,Vara Única,Lucas Silva Barretto,1460,1915,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0000277-92.2022.8.26.0471,Roubo Simples,Porto Feliz,1ª Vara,JORGE PANSERINI,1460,2835,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0000648-26.2021.8.26.0169,Roubo Simples,Duartina,Vara Única,Luciano Siqueira de Pretto,1460,2920,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0000685-91.2022.8.26.0242,Roubo Simples,Igarapava,2ª Vara,Pedro Henrique Bicalho Carvalho,1730,5136,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0000757-59.2018.8.26.0035,Roubo Simples,Águas de Lindóia,Vara Única,Fabiola Brito do Amaral,2430,3240,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0000843-19.2016.8.26.0223,Roubo Simples,Guarujá,2ª Vara Criminal,Dr(a). André Rossi,1700,1985,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Não,Não convertida
0000857-55.2014.8.26.0681,Roubo Simples,Louveira,Vara Única,Dr(a). Camila Corbucci Monti Manzano,485,779,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0000884-66.2021.8.26.0075,Roubo Simples,Bertioga,2ª Vara,ISABELLA CAROLINA MIRANDA RODRIGUES,1945,3240,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0000920-06.2018.8.26.0628,Roubo Simples,Embu das Artes,2ª Vara Judicial,BARBARA CAROLA HINDERBERGER CARDOSO DE ALMEIDA,1825,3300,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Sim,Não,Não,Diferente da base,Não,Não,Não,Sim,N/A,Não convertida
0001083-30.2022.8.26.0471,Roubo Simples,Porto Feliz,2Âª Vara,Ana Cristina Paz Neri Vignola,1700,4415,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0001149-16.2021.8.26.0642,Roubo Simples,Ubatuba,3ª Vara,DIOGO VOLPE GONÇALVES SOARES,N/A,3311,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0001215-61.2014.8.26.0635,Roubo Simples,SÃO PAULO,14ª Vara Criminal,VICENTE LUIZ ADUA,1748,2334,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0001329-09.2016.8.26.0286,Roubo Simples,Itu,1ª Vara Criminal e de Violência Doméstica e Familiar contra a Mulher,Andrea Ribeiro Borges,1470,2205,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0001333-95.2017.8.26.0323,Roubo Simples,Lorena,Vara Criminal,Daniel Otero Pereira da Costa,1825,2927,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0001360-88.2015.8.26.0116,Roubo Simples,Campos do Jordão,1ª Vara,Mateus Veloso Rodrigues Filho,8760,4380,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Sim,Sim,Não,Sim,Não,Não convertida
0001375-51.2012.8.26.0152,Roubo Simples,Cotia,Vara Criminal,DJALMA MOREIRA GOMES JUNIOR,N/A,5460,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0001463-55.2021.8.26.0417,Roubo Simples,Paraguaçu Paulista,2ª Vara,ALINE AMARAL DA SILVA,2555,4255,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0001620-51.2017.8.26.0681,Roubo Simples,Louveira,Vara Única,Camila Corbucci Monti Manzano,1711,3278,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0001720-94.2018.8.26.0220,Roubo Simples,Guaratinguetá,3ª Vara,Maria Isabella Carvalhal Esposito Braga,1711,2789,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Igual à base,Não,Sim,Sim,Não,Sim,Não convertida
0001766-87.2016.8.26.0306,Roubo Simples,José Bonifácio,2ª Vara,Natália Berti,1837,2835,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0002010-80.2015.8.26.0587,Roubo Simples,São Sebastião,Vara Criminal,GLAUCIA FERNANDES PAIVA,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Igual à base,Sim,Sim,Sim,Sim,Sim,Não convertida
0002590-64.2015.8.26.0279,Roubo Simples,Itararé,1ª Vara,JOCIMAR DAL CHIAVON,N/A,N/A,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Não,Não,Não,Sim,Não convertida
0002709-68.2018.8.26.0457,Roubo Simples,Pirassununga,1ª Vara,Rafael Pinheiro Guarisco,1680,2555,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0002735-83.2022.8.26.0309,Roubo Simples,Jundiaí / SP,1ª Vara Criminal,MAURICIO GARIBE,1470,1958,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Sim,Não,Não convertida
0002909-60.2016.8.26.0323,Roubo Simples,Lorena,Vara Criminal,Dr. Daniel Otero Pereira da Costa,1837,3532,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Sim,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0002946-25.2006.8.26.0069,Roubo Simples,Bastos,Vara Única,Dr. Arthur Lutiheri Baptista Nespoli,1700,2648,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0003262-22.2019.8.26.0606,Roubo Simples,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,1825,2835,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0003487-09.2021.8.26.0271,Roubo Simples,Itapevi,Vara Criminal,Udo Wolff Dick Appolo Do Amaral,1642,2190,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Não,Não convertida
0003625-47.2014.8.26.0068,Roubo Simples,Barueri,2ª Vara Criminal,Dr(a). Fabio Calheiros do Nascimento,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0004024-76.2011.8.26.0587,Roubo Simples,São Sebastião,Vara Criminal,GLAUCIA FERNANDES PAIVA,1700,2270,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,Igual à base,Não,Sim,Sim,Não,N/A,Não convertida
0004453-57.2021.8.26.0566,Roubo Simples,São Carlos,2ª Vara Criminal,EDUARDO CEBRIAN ARAUJO REIS,1460,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0004460-23.2021.8.26.0510,Roubo Simples,Rio Claro,3ª Vara Criminal,SERGIO LAZZARESCHI DE MESQUITA,1460,2270,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Sim,Não,Sim,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0004923-70.2018.8.26.0606,Roubo Simples,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0005108-88.2022.8.26.0050,Roubo Simples,SÃO PAULO,4ª Vara Criminal,ROBERTA HALLAGE GONDIM TEIXEIRA,1825,8213,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Sim,N/A,Não convertida
0005457-75.2019.8.26.0348,Roubo Simples,Mauá,1ª Vara Criminal,SANDRO RAFAEL BARBOSA PACHECO,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0005496-76.2015.8.26.0101,Roubo Simples,Caçapava,Vara Criminal,Gustavo de Campos Machado,1460,2190,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0006174-45.2018.8.26.0050,Roubo Simples,SÃO PAULO,26ª Vara Criminal,Ana Claudia dos Santos Sillas,1748,6698,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0006770-67.2021.8.26.0068,Roubo Simples,Cajamar,2ª Vara Judicial,RICARDO VENTURINI BROSCO,1700,4255,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0007715-03.2020.8.26.0161,Roubo Simples,Diadema,1ª Vara Criminal,MARIA LUIZA DE ALMEIDA TORRES VILHENA,1460,2627,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0007993-76.2019.8.26.0019,Roubo Simples,Americana,2ª Vara Criminal,EUGENIO AUGUSTO CLEMENTI JUNIOR,1460,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0008307-60.2018.8.26.0050,Roubo Simples,SÃO PAULO,8ª Vara Criminal,Cynthia Maria Sabino Bezerra Camurri,1460,2005,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0096454-62.2018.8.26.0050,Roubo Simples,SÃO PAULO,7ª Vara Criminal,Eduardo Giorgetti Peres,1460,3073,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0104375-43.2016.8.26.0050,Roubo Simples,SÃO PAULO,5ª Vara Criminal,Vanessa Strenger,1748,2799,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0107859-32.2017.8.26.0050,Roubo Simples,SÃO PAULO,31ª Vara Criminal,Dr(a). Ana Helena Rodrigues Mellim,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Não,Não convertida
0111339-23.2014.8.26.0050,Roubo Simples,SÃO PAULO,7ª Vara Criminal,Dra. Eliana Cassales Tosi Bastos,N/A,N/A,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0917953-69.2012.8.26.0506,Roubo Simples,Ribeirão Preto,4ª Vara Criminal,Lúcio Alberto Enéas da Silva Ferreira,1700,907,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500002-26.2022.8.26.0550,Roubo Simples,Rio Claro,3ª Vara Criminal,SERGIO LAZZARESCHI DE MESQUITA,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Não,Não convertida
1500002-72.2022.8.26.0567,Roubo Simples,Sorocaba,3ª Vara Criminal,Daniella Camberlingo Querobim,1711,3718,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Sim,Sim,Diferente da base,Não,Não,Sim,Sim,Não,Não convertida
1500004-93.2021.8.26.0626,Roubo Simples,Ubatuba,2ª Vara,ISABELLA CAROLINA MIRANDA RODRIGUES,1945,4255,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,Igual à base,Não,Sim,Sim,Não,Sim,Não convertida
1500008-68.2019.8.26.0152,Roubo Simples,Cotia,Vara Criminal,DJALMA MOREIRA GOMES JUNIOR,N/A,1762,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Sim,Sim,Sim,Não,Sim,Não convertida
1500018-39.2020.8.26.0650,Roubo Simples,Valinhos,3ª Vara,Marcia Yoshie Ishikawa,1460,4865,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Não,Igual à base,Não,Sim,Sim,Não,Sim,Não convertida
1500019-07.2022.8.26.0536,Roubo Simples,Guarujá,2ª Vara Criminal,Dr(a). André Rossi,1460,1135,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500020-04.2022.8.26.0144,Roubo Simples,Conchal,Vara Única,RAPHAELLO ALONSO GOMES CAVALCANTI,1700,3405,N/A,Maus antecedentes,N/A,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Não,Sim,Não,Sim,Não convertida
1500024-80.2022.8.26.0616,Roubo Simples,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,1460,3783,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500033-44.2022.8.26.0583,Roubo Simples,Presidente Prudente,1ª Vara Criminal,Antonio Roberto Sylla,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Sim,Diferente da base,Não,Não,Não,Sim,Não,Não convertida
1500033-61.2022.8.26.0545,Roubo Simples,Atibaia,3ª Vara Criminal,Leonardo Marzola Colombini,1700,2835,Alta ou acentuada,Maus antecedentes,N/A,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Não,Não,Não,Sim,Não convertida
1500035-70.2022.8.26.0047,Roubo Simples,Assis,3ª Vara Criminal e da Infância e Juventude de Assis,Arnaldo Luiz Zasso Valderrama,2190,9530,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500036-09.2022.8.26.0418,Roubo Simples,Paraibuna,Vara Única,PEDRO FLAVIO DE BRITTO COSTA JUNIOR,N/A,1620,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500042-53.2022.8.26.0535,Roubo Simples,Arujá,1ª Vara,NAIRA BLANCO MACHADO,1730,2452,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,Diferente da base,Sim,Sim,Sim,Sim,Sim,Não convertida
1500043-11.2022.8.26.0544,Roubo Simples,Campo Limpo Paulista,2ª Vara,Marcel Nai Kai Lee,N/A,2430,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Sim,Sim,Sim,Diferente da base,Não,Sim,Não,Não,Não,Não convertida
1500044-41.2022.8.26.0626,Roubo Simples,Ubatuba,3ª Vara,Diogo Volpe Gonçalves Soares,N/A,1460,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Sim,Sim,Não,Não,Sim,Não convertida
1500045-60.2020.8.26.0605,Roubo Simples,Andradina,3ª Vara,Pedro Luiz Fernandes Nery Rafael,1730,1540,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Igual à base,Sim,Não,Não,Sim,Não,Não convertida
1500063-95.2022.8.26.0610,Roubo Simples,Batatais,Vara Criminal,Adriana Aparecida de Carvalho Pedroso,1700,1985,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Não,Não,Sim,N/A,Não convertida
1500065-43.2022.8.26.0585,Roubo Simples,Teodoro Sampaio,Vara Única,Lucas Silva Barreto,1711,2648,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500065-78.2021.8.26.0617,Roubo Simples,Jacareí,1ª Vara Criminal,MARCOS AUGUSTO BARBOSA DOS REIS,1700,3430,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Não,Não convertida
1500067-82.2022.8.26.0659,Roubo Simples,Vinhedo,3ª Vara Judicial,EVARISTO SOUZA DA SILVA,1711,2648,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Não,Diferente da base,Não,Não,Não,Não,Sim,Não convertida
1500068-07.2022.8.26.0582,Roubo Simples,São Miguel Arcanjo,Vara Única,Matheus Oliveira Nery Borges,1700,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500072-58.2021.8.26.0621,Roubo Simples,Guaratinguetá,4ª Vara,Walter Emídio da Silva,4540,5290,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500077-10.2022.8.26.0439,Roubo Simples,Pereira Barreto,2ª Vara Judicial,Luciano Correa Ortega,1700,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Sim,Não,Sim,Não,Não convertida
